22.11.2015,28.11.2015,4:00,-3,973,2
22.11.2015,28.11.2015,7:00,-3,973,2
22.11.2015,28.11.2015,10:00,-1,974,2
22.11.2015,28.11.2015,13:00,0,974,2
22.11.2015,28.11.2015,16:00,-3,975,2
22.11.2015,28.11.2015,19:00,-3,975,2
22.11.2015,28.11.2015,22:00,-3,975,2
22.11.2015,29.11.2015,1:00,-3,974,2
22.11.2015,29.11.2015,4:00,-3,973,3
22.11.2015,29.11.2015,7:00,-3,973,3
22.11.2015,29.11.2015,10:00,0,972,3
22.11.2015,29.11.2015,13:00,2,970,3
22.11.2015,30.11.2015,Noc,0,969,2
22.11.2015,30.11.2015,Dzień,0,964,6
22.11.2015,01.12.2015,Noc,1,959,3
22.11.2015,01.12.2015,Dzień,0,971,3
22.11.2015,02.12.2015,Noc,-2,998,3
22.11.2015,02.12.2015,Dzień,1,995,5
22.11.2015,03.12.2015,Noc,1,995,5
22.11.2015,03.12.2015,Dzień,3,993,6
22.11.2015,04.12.2015,Noc,-1,989,5
22.11.2015,04.12.2015,Dzień,2,983,3
22.11.2015,05.12.2015,Noc,-1,984,2
22.11.2015,05.12.2015,Dzień,3,985,1
22.11.2015,06.12.2015,Noc,-1,985,2
22.11.2015,06.12.2015,Dzień,1,985,2
22.11.2015,07.12.2015,Noc,-2,984,1
22.11.2015,07.12.2015,Dzień,1,984,2
22.11.2015,08.12.2015,Noc,-2,984,3
23.11.2015,23.11.2015,13:00,4,993,5
23.11.2015,23.11.2015,16:00,2,994,3
23.11.2015,23.11.2015,19:00,1,996,2
23.11.2015,23.11.2015,22:00,1,997,3
23.11.2015,24.11.2015,1:00,1,998,2
23.11.2015,24.11.2015,4:00,1,999,2
23.11.2015,24.11.2015,7:00,1,999,2
23.11.2015,24.11.2015,10:00,2,999,2
23.11.2015,24.11.2015,13:00,3,997,3
23.11.2015,24.11.2015,16:00,2,996,1
23.11.2015,24.11.2015,19:00,1,995,2
23.11.2015,24.11.2015,22:00,0,993,1
23.11.2015,25.11.2015,1:00,-1,991,1
23.11.2015,25.11.2015,4:00,-3,989,1
23.11.2015,25.11.2015,7:00,-3,987,2
23.11.2015,25.11.2015,10:00,-2,986,2
23.11.2015,25.11.2015,13:00,0,984,2
23.11.2015,25.11.2015,16:00,-1,983,2
23.11.2015,25.11.2015,19:00,-2,982,1
23.11.2015,25.11.2015,22:00,-2,983,1
23.11.2015,26.11.2015,1:00,-1,983,1
23.11.2015,26.11.2015,4:00,-3,984,1
23.11.2015,26.11.2015,7:00,-4,985,2
23.11.2015,26.11.2015,10:00,-2,987,2
23.11.2015,26.11.2015,13:00,-1,988,2
23.11.2015,26.11.2015,16:00,0,990,2
